WKT,Facility_ID_Hazus,Facility_Name,Address,City,Zip_Code,Contact_Person,Phone_Number,Replacement_Cost_Thousands,Comment,GlobalID,Shape_X,Shape_Y
"POINT (475438.8215 4260148.1463)",IN798919,Pike County Sheriff Office,100 S 4th St,Petersburg,47567-1411,Sheriff Todd Meador, ,1442, ,{5AEA0B71-A2C5-45EE-98F0-03119EF53B14},475438.8215,4260148.1463
"POINT (481111.9333 4248256.6256)",IN798920,Winslow Police Dept,301 N Main St,Winslow,47598-0000,Marshal Stave English, ,1442, ,{46786A82-5666-4D31-BD29-22377E4F106B},481111.9333,4248256.6256
"POINT (475556.3227 4260357.5072)",IN798921,Petersburg Police Department,702 E. Main Street,Petersburg,47567,Chief Chuck Baumhart,(812) 354-8716,1803, ,{506325BF-54BD-45EE-85D7-E3B5A9B718C7},475556.3227,4260357.5072
"POINT (483329.6183 4574163.6693)",IN798922,Hebron Police Dept,106 E Sigler,Hebron,46341-0000,Steve Sibbrell,(219)996-2111,1500,Alt Phone # (219)996-2747,{AFE63DD6-6E2E-400A-A5BF-281A2DD1B703},483329.6183,4574163.6693
"POINT (484263.0448 4607616.1034)",IN798923,Ogden Dunes Police Dept,115 Hillcrest Rd,Ogden Dunes,46368-8502,Jim Reeder,(219)762-4125,100, ,{398B3D5D-2473-4B42-939D-D31B4526FDDE},484263.0448,4607616.1034
"POINT (489443.5709 4606750.6492)",IN798924,Burns Harbor Police Dept,1240 W North Boo Rd,Chesterton,46304-9707,Gene Price,(219)787-9411,525, ,{D4468842-2924-4478-9475-B5FB80CFF53A},489443.5709,4606750.6492
"POINT (497933.3183 4587925.3551)",IN798925,Porter County Sheriff Dept,2755 SR 49,Valparaiso,46383-5631,Dave Lain,(219)477-3000,35000, ,{7B912B94-285F-42B2-A15E-880DDE81C4B1},497933.3183,4587925.3551
"POINT (494975.3065 4590329.242)",IN798926,Valparaiso Police,355 Washington St.,Valparaiso,46383-5634,Mike Brickner,(219)462-2135,4000, ,{768E4406-BB76-411E-9DAD-E47455D3E1A5},494975.3065,4590329.242
"POINT (484945.4178 4602475.4521)",IN798927,Portage Police Dept,2693 Irving St # P,Portage,46368-3597,Mark Becker,(219)762-3122,2600, ,{6E5D4FF8-BCC5-4AE0-82EA-CA450F75D603},484945.4178,4602475.4521
"POINT (497807.1421 4573986.1166)",IN798928,Kouts Village Police,210 S Main St.,Kouts,46347-0000,Jim Boyce,(219)766-2332,865, ,{C350B4F5-D1DF-4057-B17A-0F9DAD8BAFBF},497807.1421,4573986.1166
"POINT (493936.4352 4607149.5735)",IN798929,Porter Police Dept,50 Francis St,Porter,46304-1700,Jamie Spanier,(219)926-7611,700, ,{34DD5768-A7B3-4ACC-A782-260844C900AA},493936.4352,4607149.5735
"POINT (494781.7371 4606692.612)",IN798930,Chesterton Police Dept,726 Broadway,Chesterton,46304-2229,George Nelson,(219)926-1136,2600, ,{F9EA8E0D-2F1A-4143-A7CA-3931DB0DD705},494781.7371,4606692.612
"POINT (496005.8511 4588912.0043)",IN798931,Valparaiso Universtiy Police,816 Union St,Valparaiso,46383,Becky Wokowiak,(219)464-5430,1600, ,{15C9323C-C53E-4B34-88B6-CE496B8E9592},496005.8511,4588912.0043
"POINT (492788.286 4610382.4789)",IN798932,Dune Acres Town Marshal,1600 N. Mineral Springs Rd,Chesterton,46304,Cecilia Call,(219)787-7700,1803, ,{454B8D98-E4E4-435B-BDEF-60E65C571AE2},492788.286,4610382.4789
"POINT (540845.1315 4617255.4457)",IN798933,New Carlisle Police Dept,124 E Michigan St,New Carlisle,46552-0000, , ,1442, ,{A413EAE6-281D-4044-ADD3-B75DAF67A049},540845.1315,4617255.4457
"POINT (547826.9135 4598301.9166)",IN798934,North Liberty Police Dept,116 N Main St,North Liberty,46554-9218, , ,1442, ,{3E1416D4-8047-4EDE-89ED-0DC8A8140745},547826.9135,4598301.9166
"POINT (562156.1788 4614071.002)",IN798935,Sheriff-Investigative Div,125 S Lafayette St.,South Bend,46601-1804, , ,1442, ,{AABD1C25-A0FD-45F5-B798-3FFD2844807A},562156.1788,4614071.002
"POINT (562736.2273 4618367.4615)",IN798936,Roseland Police Dept,200 Independence Dr,South Bend,46637-3414, , ,1442, ,{C1A40E77-E3C9-4721-9A83-3E647B61911D},562736.2273,4618367.4615
"POINT (560503.3369 4597088.1502)",IN798938,Lakeville Police Dept,209 S Michigan St,Lakeville,46536-0000, , ,1442, ,{3185E78A-A5AA-49ED-8D46-F2A8BBA897AE},560503.3369,4597088.1502
"POINT (562171.1808 4614068.9114)",IN798939,Sheriff-Civil Div,125 S Lafayette St.,South Bend,46601-1830, , ,1442, ,{340E6A31-063B-4D7D-955B-A1095DC2391F},562171.1808,4614068.9114
"POINT (560591.359 4618285.707)",IN798940,South Bend Pinhook Park-Police,2801 Riverside Dr,South Bend,46616-2157, , ,1442, ,{2EA361E7-5E5B-40CF-BB5B-AA60F2EE4723},560591.359,4618285.707
"POINT (543125.5795 4590709.3201)",IN798941,Walkerton Police Dept,402 Michigan St,Walkerton,46574-1114, , ,1442, ,{CB375F12-F265-4404-AC71-CF0C13DDE108},543125.5795,4590709.3201
"POINT (557692.921 4616112.2088)",IN798942,Sheriff-County Police-Patrol,4817 Lincoln Way W,South Bend,46628-5525, , ,1442, ,{AD401D39-0ADB-426A-848F-8230A28A8A6D},557692.921,4616112.2088
"POINT (562980.0779 4614000.467)",IN798943,South Bend Police Special Crms,523 E Jefferson Blvd,South Bend,46617-2704, , ,1442, ,{661262C3-73D8-46F9-921C-5FD05E0D5168},562980.0779,4614000.467
"POINT (562065.3359 4612928.8075)",IN798944,South Bend Police DEPT-Dare,401 W Sample St # A,South Bend,46601-2890, , ,1442, ,{CC882ECB-688D-497D-B4E3-6120481EF28F},562065.3359,4612928.8075
"POINT (561679.3017 4612896.6102)",IN798945,Police Dept-Crime Prevention,701 W Sample St,South Bend,46601-2821, , ,1442, ,{84BDA9CB-AA94-4B4E-87E0-EE278A5BE34B},561679.3017,4612896.6102
"POINT (576593.5757 4612820.4749)",IN798946,Osceola Police Dept,850 Lincoln Way W,Osceola,46561-2646, , ,1442, ,{57C56BD5-4593-4F9C-9004-228FCF438E97},576593.5757,4612820.4749
"POINT (569156.6348 4617910.2642)",IN798947,Mishawaka Police Sub Division,360 East Douglas Rd,Mishawaka, , , ,1442, ,{B880AE96-F6B7-46DD-ACD1-C48AAC4AA061},569156.6348,4617910.2642
"POINT (605006.7499 4375265.3716)",IN798949,Shelby County Sheriff Dept,107 W Taylor St,Shelbyville,46176-2028, , ,1442, ,{ADAF8697-62E1-4DAB-8649-85E702D38466},605006.7499,4375265.3716
"POINT (611070.1041 4392540.0626)",IN798950,Morristown Police Dept.,230 E Main St,Morristown,46161, , ,1442, ,{CA9A3C4A-1143-41BF-855F-120A634158E5},611070.1041,4392540.0626
"POINT (531437.2123 4571971.1247)",IN798951,Knox Police Dept,101 W Washington St,Knox,46534-1155,Chief Clint Norem, ,1442,Updated,{9A127E34-9333-4A19-B6BE-F82ACF0995E7},531437.2123,4571971.1247
"POINT (531664.9191 4571975.4438)",IN798952,Starke County Sheriff Office,108 N Pearl St,Knox,46534-1138,Sheriff Oscar Cowen, ,1442,Updated,{18C47A22-F75A-491D-AA32-7C0F78F80CE9},531664.9191,4571975.4438
"POINT (518725.9143 4562785.1483)",IN798953,North Judson Police Dept,206 Keller Ave,North Judson,46366-1208,Marshall Doug Vessley, ,1442,Updated,{992EA323-9C58-4A8A-BC23-7FB6DC531461},518725.9143,4562785.1483
"POINT (534900.7801 4581029.4286)",IN798954,Hamlet Police Dept,10 S Strake St,Hamlet,4532,Chief Jeremia Patrick, ,1803,Added,{EAD6D4EF-5509-4FC2-B40E-078E657EF889},534900.7801,4581029.4286
"POINT (601014.4829 4520169.8888)",IN798955,Wabash Police Dept,1340 Manchester Ave,Wabash,46992-1615, , ,1442, ,{E9D9223A-E216-49C8-83DD-5007D0A6D094},601014.4829,4520169.8888
"POINT (608181.2294 4503271.1588)",IN798956,La Fontaine Town Marshall,22 W Branson St,La Fontaine,46940-0000, , ,1442, ,{6636890B-B812-4DBE-A862-0E29A29955B6},608181.2294,4503271.1588
"POINT (602704.6512 4539323.0648)",IN798957,North Manchester Police,709 W Main St,North Manchester,46962-1450, , ,1442, ,{FD4258CD-953D-43B9-9421-C304949A095E},602704.6512,4539323.0648
"POINT (599372.674 4516947.7591)",IN798958,Wabash County Sheriff's Office,79 W Main St,Wabash,46992-3162, , ,1442, ,{8E926D69-99FE-430F-AB19-6D25118761D3},599372.674,4516947.7591
"POINT (475207.4626 4460108.0965)",IN798959,Williamsport Police Dept,22 Front St,Williamsport,47993-1133, , ,1442, ,{3BB74A7F-C15E-4874-BAD7-13FC4E848920},475207.4626,4460108.0965
"POINT (475032.0611 4459759.0347)",IN798960,Warren County Sheriff,29 E 2nd St,Williamsport,47993-1146, ,765-764-4367,1442, ,{5C826D66-9BE8-4967-85BF-AE14D011DF9E},475032.0611,4459759.0347
"POINT (467151.9952 4458106.5488)",IN798961,West Lebanon Town Marshall,201 N High St,West Lebanon, , , ,1442, ,{B7FC4D02-5C7D-4BD0-8AE6-9542A148AFDB},467151.9952,4458106.5488
"POINT (496513.1978 4512123.9323)",IN798962,Wolcott Police Dept,100 W North St,Wolcott,47995-8272, , ,1442, ,{74950D84-0914-4367-BF6B-BA25549362FB},496513.1978,4512123.9323
"POINT (520077.5384 4510618.444)",IN798963,Monticello Chief Of Police,122 W Washington St,Monticello,47960-2163, , ,1442, ,{F0997720-77D8-46A5-8D11-B72950B37FA5},520077.5384,4510618.444
"POINT (511320.1197 4494639.8085)",IN798964,Brookston Police Dept,205 E 3rd,Brookston,47923-0000, , ,1442, ,{860AC689-5A70-4555-953B-1597F281233C},511320.1197,4494639.8085
"POINT (510155.914 4523642.5166)",IN798965,Monon Police Dept,422 N Market St,Monon,47959-9799, , ,1442, ,{521923B3-105E-43BE-B362-A9815FBC472A},510155.914,4523642.5166
"POINT (518910.9639 4511215.9149)",IN798966,White County Sheriff Records,915 Hanawalt St,Monticello,47960-1828, , ,1442, ,{22626619-BCC3-4952-8D8A-51832C920F2C},518910.9639,4511215.9149
"POINT (511190.7285 4501350.8359)",IN798967,Chalmers Police Department,205 E Walnut St,Chalmers,47929,Gary Adams,219-984-2665,1803, ,{385032A2-C912-4230-A88B-76BD213EEB67},511190.7285,4501350.8359
"POINT (626811.7614 4557143.442)",IN798968,Whitley County Sheriff,101 W Market St,Columbia City,46725-2312, , ,1442, ,{0A688166-D5C6-4F7F-9AFB-E9ECA2ADAD1C},626811.7614,4557143.442
"POINT (626683.0669 4557207.8392)",IN798969,Columbia City Police Dept,112 S Chauncey St,Columbia City,46725-2347, , ,1442, ,{BCBD7C36-D0BA-4520-88DC-F44802E8BCC0},626683.0669,4557207.8392
"POINT (615360.6805 4549041.7151)",IN798970,South Whitley Police Dept,118 E Front St,South Whitley,46787-1314, , ,1442, ,{292B0424-2229-409F-B56D-05B08DDD16ED},615360.6805,4549041.7151
"POINT (640815.0664 4565831.7803)",IN798971,Churubusco Police Dept,202 N Main St,Churubusco,46723-1711, , ,1442, ,{DC27C0E3-57AB-4FC0-95F3-D78C210B0142},640815.0664,4565831.7803
"POINT (500786.262 4299254.527)",IN798972,Odon Police Dept,102 E Walnut St,Odon,47562-1328, , ,1442, ,{237BE21C-6B2A-4DD2-8B7A-3B257D5722FE},500786.262,4299254.527
"POINT (485040.0764 4278879.5592)",IN798973,Washington Police Dept,101 NE 3rd St # 3,Washington,47501-2989, , ,1442, ,{30B73B68-9073-405F-9DFF-88B8E44DB286},485040.0764,4278879.5592
"POINT (484981.7945 4278886.3266)",IN798974,Daviess County Sheriff,301 E Walnut St,Washington,47501-2793, , ,1442, ,{19D1C936-822C-46F5-BCE5-473ADCCB5AE2},484981.7945,4278886.3266
"POINT (492476.1504 4303242.9382)",IN798975,Elnora Police Department,105 W Main Street,Elnora, , , ,1803, ,{B7B46A7C-53DE-4525-A138-688711AEFD62},492476.1504,4303242.9382
